"cov","out","day","data_type","lwr","pe","upr"
"Democrats in Congress","Attentive Public",59,"Effect of a one time 10 percentage point attention increase at day 0",1.33154340398587,1.79191756467713,2.06315935329364
"Democrats in Congress","Attentive Public",59,"Effect of a structural 10 percentage point attention increase at day 0",2.77145656644296,3.72690516364489,4.28664213619739
"Democrats in Congress","Attentive Public",60,"Effect of a one time 10 percentage point attention increase at day 0",1.33674641922036,1.79856930690272,2.07024297649397
"Democrats in Congress","Attentive Public",60,"Effect of a structural 10 percentage point attention increase at day 0",2.78008532076655,3.73792983338866,4.29828560766333
"Democrats in Congress","Republican Supporters",1,"Effect of a one time 10 percentage point attention increase at day 0",-0.00295244892608071,0.024560641937289,0.0567063291091474
"Democrats in Congress","Republican Supporters",1,"Effect of a structural 10 percentage point attention increase at day 0",-0.00295244892608071,0.024560641937289,0.0567063291091474
"Democrats in Congress","Republican Supporters",2,"Effect of a one time 10 percentage point attention increase at day 0",0.0312235739113897,0.0817904368420419,0.133465669029661
"Democrats in Congress","Republican Supporters",2,"Effect of a structural 10 percentage point attention increase at day 0",0.0291694324025166,0.0988782969036649,0.172918620581155
"Democrats in Congress","Republican Supporters",3,"Effect of a one time 10 percentage point attention increase at day 0",0.087912713229239,0.151863595857458,0.225374353599845
"Democrats in Congress","Republican Supporters",3,"Effect of a structural 10 percentage point attention increase at day 0",0.108276574364216,0.220079404568565,0.344346676879697
"Democrats in Congress","Republican Supporters",4,"Effect of a one time 10 percentage point attention increase at day 0",0.12281531613562,0.203737518994087,0.290635802570707
"Democrats in Congress","Republican Supporters",4,"Effect of a structural 10 percentage point attention increase at day 0",0.197501700772339,0.354194365124538,0.525370058660864
"Democrats in Congress","Republican Supporters",5,"Effect of a one time 10 percentage point attention increase at day 0",0.187062184717692,0.280732915446017,0.379439679573772
"Democrats in Congress","Republican Supporters",5,"Effect of a structural 10 percentage point attention increase at day 0",0.321556124515394,0.520389970080365,0.733937927096601
"Democrats in Congress","Republican Supporters",6,"Effect of a one time 10 percentage point attention increase at day 0",0.210043163741717,0.317467266568773,0.423624772148841
"Democrats in Congress","Republican Supporters",6,"Effect of a structural 10 percentage point attention increase at day 0",0.427383621080011,0.666925738772585,0.914831654651528
"Democrats in Congress","Republican Supporters",7,"Effect of a one time 10 percentage point attention increase at day 0",0.197922891393513,0.312562687583843,0.421655683788927
"Democrats in Congress","Republican Supporters",7,"Effect of a structural 10 percentage point attention increase at day 0",0.48366404196407,0.755667184391581,1.02712913878789
"Democrats in Congress","Republican Supporters",8,"Effect of a one time 10 percentage point attention increase at day 0",0.208229284989404,0.342458641415964,0.460629656846026
"Democrats in Congress","Republican Supporters",8,"Effect of a structural 10 percentage point attention increase at day 0",0.52656147745617,0.836690839019411,1.12949167295377
"Democrats in Congress","Republican Supporters",9,"Effect of a one time 10 percentage point attention increase at day 0",0.24258625994242,0.393077913228134,0.52316478236662
"Democrats in Congress","Republican Supporters",9,"Effect of a structural 10 percentage point attention increase at day 0",0.583308032944917,0.931645211601505,1.24667574168216
"Democrats in Congress","Republican Supporters",10,"Effect of a one time 10 percentage point attention increase at day 0",0.287113813937157,0.452386233276236,0.592930921522009
"Democrats in Congress","Republican Supporters",10,"Effect of a structural 10 percentage point attention increase at day 0",0.658768451219086,1.0434466107682,1.37967101909579
"Democrats in Congress","Republican Supporters",11,"Effect of a one time 10 percentage point attention increase at day 0",0.334670713116252,0.514277926218421,0.665280175158377
"Democrats in Congress","Republican Supporters",11,"Effect of a structural 10 percentage point attention increase at day 0",0.74896661958113,1.16798771371554,1.52471897225253
"Democrats in Congress","Republican Supporters",12,"Effect of a one time 10 percentage point attention increase at day 0",0.379225032140553,0.573292640499757,0.726579056811982
"Democrats in Congress","Republican Supporters",12,"Effect of a structural 10 percentage point attention increase at day 0",0.845292922099023,1.29734638367373,1.66616785061499
"Democrats in Congress","Republican Supporters",13,"Effect of a one time 10 percentage point attention increase at day 0",0.407179667298997,0.61386691512906,0.774352604096499
"Democrats in Congress","Republican Supporters",13,"Effect of a structural 10 percentage point attention increase at day 0",0.92927819261215,1.41165607507189,1.79196249613551
"Democrats in Congress","Republican Supporters",14,"Effect of a one time 10 percentage point attention increase at day 0",0.423751827274726,0.644310569534149,0.811368282886471
"Democrats in Congress","Republican Supporters",14,"Effect of a structural 10 percentage point attention increase at day 0",0.993738023972503,1.50578826467411,1.89696766793245
"Democrats in Congress","Republican Supporters",15,"Effect of a one time 10 percentage point attention increase at day 0",0.44776844698215,0.682426371593513,0.854674078840474
"Democrats in Congress","Republican Supporters",15,"Effect of a structural 10 percentage point attention increase at day 0",1.05214978117744,1.59351597941941,1.99392626644568
"Democrats in Congress","Republican Supporters",16,"Effect of a one time 10 percentage point attention increase at day 0",0.480272224335005,0.728091722079774,0.904887071422983
"Democrats in Congress","Republican Supporters",16,"Effect of a structural 10 percentage point attention increase at day 0",1.1145281700819,1.68395789834916,2.09189100515994
"Democrats in Congress","Republican Supporters",17,"Effect of a one time 10 percentage point attention increase at day 0",0.518672514369155,0.778149251986244,0.959999761908493
"Democrats in Congress","Republican Supporters",17,"Effect of a structural 10 percentage point attention increase at day 0",1.18489316966351,1.78002369015683,2.19494797444955
"Democrats in Congress","Republican Supporters",18,"Effect of a one time 10 percentage point attention increase at day 0",0.558948792218616,0.828979659121828,1.01781057014395
"Democrats in Congress","Republican Supporters",18,"Effect of a structural 10 percentage point attention increase at day 0",1.26198346563679,1.88015383987014,2.30390575593582
"Democrats in Congress","Republican Supporters",19,"Effect of a one time 10 percentage point attention increase at day 0",0.59591707129978,0.875836915719792,1.06876753277613
"Democrats in Congress","Republican Supporters",19,"Effect of a structural 10 percentage point attention increase at day 0",1.34011806031455,1.97896994056621,2.41028420005446
"Democrats in Congress","Republican Supporters",20,"Effect of a one time 10 percentage point attention increase at day 0",0.625643081139544,0.915567116522445,1.11293168760202
"Democrats in Congress","Republican Supporters",20,"Effect of a structural 10 percentage point attention increase at day 0",1.41197558657522,2.07017355283831,2.50869581194835
"Democrats in Congress","Republican Supporters",21,"Effect of a one time 10 percentage point attention increase at day 0",0.651047913085964,0.951494283072282,1.15319821451888
"Democrats in Congress","Republican Supporters",21,"Effect of a structural 10 percentage point attention increase at day 0",1.47557844646766,2.1528697021762,2.59844283276418
"Democrats in Congress","Republican Supporters",22,"Effect of a one time 10 percentage point attention increase at day 0",0.677453112621895,0.988317336532518,1.19383121056438
"Democrats in Congress","Republican Supporters",22,"Effect of a structural 10 percentage point attention increase at day 0",1.53466766337744,2.23090465973337,2.68303981333642
"Democrats in Congress","Republican Supporters",23,"Effect of a one time 10 percentage point attention increase at day 0",0.706404603089287,1.02708392241128,1.23562675262279
"Democrats in Congress","Republican Supporters",23,"Effect of a structural 10 percentage point attention increase at day 0",1.59311390882701,2.30773284434489,2.76541963882074
"Democrats in Congress","Republican Supporters",24,"Effect of a one time 10 percentage point attention increase at day 0",0.737335371834953,1.06699008109114,1.27772092685957
"Democrats in Congress","Republican Supporters",24,"Effect of a structural 10 percentage point attention increase at day 0",1.65285397308572,2.384793613714,2.84656829532541
"Democrats in Congress","Republican Supporters",25,"Effect of a one time 10 percentage point attention increase at day 0",0.76838979616927,1.10630387357549,1.31859747983157
"Democrats in Congress","Republican Supporters",25,"Effect of a structural 10 percentage point attention increase at day 0",1.71340980116868,2.46140885273877,2.92572449539743
"Democrats in Congress","Republican Supporters",26,"Effect of a one time 10 percentage point attention increase at day 0",0.797369039241067,1.14308527038988,1.35678627555883
"Democrats in Congress","Republican Supporters",26,"Effect of a structural 10 percentage point attention increase at day 0",1.77249171651548,2.53540900820806,3.00118296025035
"Democrats in Congress","Republican Supporters",27,"Effect of a one time 10 percentage point attention increase at day 0",0.823475517368936,1.17662293926143,1.39231202357999
"Democrats in Congress","Republican Supporters",27,"Effect of a structural 10 percentage point attention increase at day 0",1.82798482814093,2.60482195358409,3.07203328622918
"Democrats in Congress","Republican Supporters",28,"Effect of a one time 10 percentage point attention increase at day 0",0.847573218611809,1.20806004540282,1.4253635194792
"Democrats in Congress","Republican Supporters",28,"Effect of a structural 10 percentage point attention increase at day 0",1.87938527806795,2.66948912258409,3.13789294214258
"Democrats in Congress","Republican Supporters",29,"Effect of a one time 10 percentage point attention increase at day 0",0.87124178937888,1.23888774207323,1.45711778424532
"Democrats in Congress","Republican Supporters",29,"Effect of a structural 10 percentage point attention increase at day 0",1.92784081956553,2.73070091942216,3.19956348942844
"Democrats in Congress","Republican Supporters",30,"Effect of a one time 10 percentage point attention increase at day 0",0.895268051585085,1.26969967592322,1.48831994946144
"Democrats in Congress","Republican Supporters",30,"Effect of a structural 10 percentage point attention increase at day 0",1.97479976451352,2.78982009724217,3.25822360478063
"Democrats in Congress","Republican Supporters",31,"Effect of a one time 10 percentage point attention increase at day 0",0.919516533627226,1.30028546596857,1.51899839800969
"Democrats in Congress","Republican Supporters",31,"Effect of a structural 10 percentage point attention increase at day 0",2.02104526375838,2.8475098133789,3.31466381533838
"Democrats in Congress","Republican Supporters",32,"Effect of a one time 10 percentage point attention increase at day 0",0.94321197905555,1.32995640555432,1.54922398338246
"Democrats in Congress","Republican Supporters",32,"Effect of a structural 10 percentage point attention increase at day 0",2.06636262911542,2.90356743554915,3.36953637731095
"Democrats in Congress","Republican Supporters",33,"Effect of a one time 10 percentage point attention increase at day 0",0.965520922524062,1.35802151206713,1.57764894334744
"Democrats in Congress","Republican Supporters",33,"Effect of a structural 10 percentage point attention increase at day 0",2.10986937625889,2.95725912085924,3.42202947692131
"Democrats in Congress","Republican Supporters",34,"Effect of a one time 10 percentage point attention increase at day 0",0.986170299287459,1.38430819625785,1.60413026177691
"Democrats in Congress","Republican Supporters",34,"Effect of a structural 10 percentage point attention increase at day 0",2.15078357133338,3.00799302050607,3.47148795287302
"Democrats in Congress","Republican Supporters",35,"Effect of a one time 10 percentage point attention increase at day 0",1.00555562077767,1.40922734765328,1.62910600273671
"Democrats in Congress","Republican Supporters",35,"Effect of a structural 10 percentage point attention increase at day 0",2.18899767242168,3.05578994011297,3.51790776587027
"Democrats in Congress","Republican Supporters",36,"Effect of a one time 10 percentage point attention increase at day 0",1.02427250838103,1.43331366006715,1.65311136019001
"Democrats in Congress","Republican Supporters",36,"Effect of a structural 10 percentage point attention increase at day 0",2.22500244117206,3.10115607873394,3.56178285874982
"Democrats in Congress","Republican Supporters",37,"Effect of a one time 10 percentage point attention increase at day 0",1.04267660732792,1.45683976283084,1.67658155913627
"Democrats in Congress","Republican Supporters",37,"Effect of a structural 10 percentage point attention increase at day 0",2.25943640673705,3.14465381312287,3.60382925674644
"Democrats in Congress","Republican Supporters",38,"Effect of a one time 10 percentage point attention increase at day 0",1.0607526145778,1.47976050086625,1.70016030161805
"Democrats in Congress","Republican Supporters",38,"Effect of a structural 10 percentage point attention increase at day 0",2.29268897732462,3.18658978078048,3.64513617087909
"Democrats in Congress","Republican Supporters",39,"Effect of a one time 10 percentage point attention increase at day 0",1.07821874116617,1.50183293326585,1.72273011212903
"Democrats in Congress","Republican Supporters",39,"Effect of a structural 10 percentage point attention increase at day 0",2.32475324125172,3.22693640975451,3.68532362394085
"Democrats in Congress","Republican Supporters",40,"Effect of a one time 10 percentage point attention increase at day 0",1.09477800883654,1.52282878618082,1.74425940440369
"Democrats in Congress","Republican Supporters",40,"Effect of a structural 10 percentage point attention increase at day 0",2.35536408217237,3.26547642540387,3.72409604373266
"Democrats in Congress","Republican Supporters",41,"Effect of a one time 10 percentage point attention increase at day 0",1.11034496747342,1.54271440070986,1.76462615450174
"Democrats in Congress","Republican Supporters",41,"Effect of a structural 10 percentage point attention increase at day 0",2.38428785909548,3.30205152332375,3.76114316880526
"Democrats in Congress","Republican Supporters",42,"Effect of a one time 10 percentage point attention increase at day 0",1.12507256146412,1.56165233272418,1.78396501491196
"Democrats in Congress","Republican Supporters",42,"Effect of a structural 10 percentage point attention increase at day 0",2.41152419144218,3.3367141964365,3.79637903131415
"Democrats in Congress","Republican Supporters",43,"Effect of a one time 10 percentage point attention increase at day 0",1.13919768326989,1.57985256207432,1.80258097708
"Democrats in Congress","Republican Supporters",43,"Effect of a structural 10 percentage point attention increase at day 0",2.43728976102874,3.36968583466923,3.8300190220917
"Democrats in Congress","Republican Supporters",44,"Effect of a one time 10 percentage point attention increase at day 0",1.15287838802326,1.59743904403387,1.8210022913737
"Democrats in Congress","Republican Supporters",44,"Effect of a structural 10 percentage point attention increase at day 0",2.46186126048349,3.40121129878387,3.86269659831931
"Democrats in Congress","Republican Supporters",45,"Effect of a one time 10 percentage point attention increase at day 0",1.16612856408625,1.61441431326615,1.83872675354623
"Democrats in Congress","Republican Supporters",45,"Effect of a structural 10 percentage point attention increase at day 0",2.48542099221908,3.43143991750342,3.894313380405
"Democrats in Congress","Republican Supporters",46,"Effect of a one time 10 percentage point attention increase at day 0",1.17885626265443,1.63070452393255,1.85568913507004
"Democrats in Congress","Republican Supporters",46,"Effect of a structural 10 percentage point attention increase at day 0",2.50799787529559,3.46039500041194,3.92471888121989
"Democrats in Congress","Republican Supporters",47,"Effect of a one time 10 percentage point attention increase at day 0",1.19005598058379,1.64624349722108,1.87183677813052
"Democrats in Congress","Republican Supporters",47,"Effect of a structural 10 percentage point attention increase at day 0",2.52861403335351,3.48803090494939,3.95376261458539
"Democrats in Congress","Republican Supporters",48,"Effect of a one time 10 percentage point attention increase at day 0",1.20058771221042,1.66103554115643,1.88718622904536
"Democrats in Congress","Republican Supporters",48,"Effect of a structural 10 percentage point attention increase at day 0",2.54745689778318,3.51432325643877,3.98136733386172
"Democrats in Congress","Republican Supporters",49,"Effect of a one time 10 percentage point attention increase at day 0",1.21058008892405,1.67515337078911,1.90181590616599
"Democrats in Congress","Republican Supporters",49,"Effect of a structural 10 percentage point attention increase at day 0",2.56480443495224,3.53932106593035,4.00755696537661
"Democrats in Congress","Republican Supporters",50,"Effect of a one time 10 percentage point attention increase at day 0",1.22012947679872,1.68868754138071,1.91581618125899
"Democrats in Congress","Republican Supporters",50,"Effect of a structural 10 percentage point attention increase at day 0",2.58093917173965,3.56313272389,4.03242143883085
"Democrats in Congress","Republican Supporters",51,"Effect of a one time 10 percentage point attention increase at day 0",1.22930330451017,1.70169823527665,1.92924575486148
"Democrats in Congress","Republican Supporters",51,"Effect of a structural 10 percentage point attention increase at day 0",2.59610624533609,3.58587461261493,4.05606031711458
"Democrats in Congress","Republican Supporters",52,"Effect of a one time 10 percentage point attention increase at day 0",1.23811572026947,1.71419971796718,1.94211983473311
"Democrats in Congress","Republican Supporters",52,"Effect of a structural 10 percentage point attention increase at day 0",2.61047555461957,3.60762676896959,4.07854819177878
"Democrats in Congress","Republican Supporters",53,"Effect of a one time 10 percentage point attention increase at day 0",1.2465429117051,1.72617722256417,1.95442811177276
"Democrats in Congress","Republican Supporters",53,"Effect of a structural 10 percentage point attention increase at day 0",2.62414221916289,3.62842170965321,4.09992575050566
"Democrats in Congress","Republican Supporters",54,"Effect of a one time 10 percentage point attention increase at day 0",1.25455992712977,1.73761870748537,1.96616509246893
"Democrats in Congress","Republican Supporters",54,"Effect of a structural 10 percentage point attention increase at day 0",2.63715563184515,3.64826608288773,4.12021862926345
"Democrats in Congress","Republican Supporters",55,"Effect of a one time 10 percentage point attention increase at day 0",1.26216943954463,1.7485372287716,1.97734969480968
"Democrats in Congress","Republican Supporters",55,"Effect of a structural 10 percentage point attention increase at day 0",2.64954584484453,3.66717337944031,4.13946424358937
"Democrats in Congress","Republican Supporters",56,"Effect of a one time 10 percentage point attention increase at day 0",1.26940416205295,1.75896998663804,1.98802229807519
"Democrats in Congress","Republican Supporters",56,"Effect of a structural 10 percentage point attention increase at day 0",2.66135043452848,3.68518246390706,4.15772386590292
"Democrats in Congress","Republican Supporters",57,"Effect of a one time 10 percentage point attention increase at day 0",1.27630802753682,1.76896056677866,1.99822721931228
"Democrats in Congress","Republican Supporters",57,"Effect of a structural 10 percentage point attention increase at day 0",2.67261907892841,3.70235277528395,4.17507395216442
"Democrats in Congress","Republican Supporters",58,"Effect of a one time 10 percentage point attention increase at day 0",1.28291450619218,1.77854125979358,2.00799675718146
"Democrats in Congress","Republican Supporters",58,"Effect of a structural 10 percentage point attention increase at day 0",2.68339987585965,3.71874581910297,4.19158783809124
"Democrats in Congress","Republican Supporters",59,"Effect of a one time 10 percentage point attention increase at day 0",1.28923679812066,1.78772691032766,2.01734664663489
"Democrats in Congress","Republican Supporters",59,"Effect of a structural 10 percentage point attention increase at day 0",2.69372404022746,3.73440883853655,4.20732198817986
"Democrats in Congress","Republican Supporters",60,"Effect of a one time 10 percentage point attention increase at day 0",1.29527331601307,1.79652120739261,2.02628290233674
"Democrats in Congress","Republican Supporters",60,"Effect of a structural 10 percentage point attention increase at day 0",2.70360201584292,3.74937080424056,4.2223140905588
"Democrats in Congress","General Public",1,"Effect of a one time 10 percentage point attention increase at day 0",0.00367375331264852,0.0402031022249172,0.0727438174658046
"Democrats in Congress","General Public",1,"Effect of a structural 10 percentage point attention increase at day 0",0.00367375331264852,0.0402031022249172,0.0727438174658046
"Democrats in Congress","General Public",2,"Effect of a one time 10 percentage point attention increase at day 0",0.0315166975306425,0.0905148021539581,0.145832470371128
"Democrats in Congress","General Public",2,"Effect of a structural 10 percentage point attention increase at day 0",0.03407268049997,0.118485772400444,0.196443369564145
"Democrats in Congress","General Public",3,"Effect of a one time 10 percentage point attention increase at day 0",0.095675524310338,0.162509056459927,0.234318333825245
"Democrats in Congress","General Public",3,"Effect of a structural 10 percentage point attention increase at day 0",0.119294858369058,0.243998519700945,0.369280426339108
"Democrats in Congress","General Public",4,"Effect of a one time 10 percentage point attention increase at day 0",0.16690572433346,0.243899932958078,0.333193321068695
"Democrats in Congress","General Public",4,"Effect of a structural 10 percentage point attention increase at day 0",0.249052270318463,0.41032365685299,0.584502815473679
"Democrats in Congress","General Public",5,"Effect of a one time 10 percentage point attention increase at day 0",0.197233619950967,0.285381888889894,0.387579960004832
"Democrats in Congress","General Public",5,"Effect of a structural 10 percentage point attention increase at day 0",0.367201499196805,0.563104894026884,0.782152588006326
"Democrats in Congress","General Public",6,"Effect of a one time 10 percentage point attention increase at day 0",0.206760708003199,0.313805169375219,0.41676248847903
"Democrats in Congress","General Public",6,"Effect of a structural 10 percentage point attention increase at day 0",0.454370693634057,0.690961373089192,0.939365556525157
"Democrats in Congress","General Public",7,"Effect of a one time 10 percentage point attention increase at day 0",0.21634142662447,0.344706099926445,0.457873979443201
"Democrats in Congress","General Public",7,"Effect of a structural 10 percentage point attention increase at day 0",0.518778335689234,0.801975417699907,1.07762539574156
"Democrats in Congress","General Public",8,"Effect of a one time 10 percentage point attention increase at day 0",0.236771286961496,0.387812632022864,0.520027515272777
"Democrats in Congress","General Public",8,"Effect of a structural 10 percentage point attention increase at day 0",0.577365412365532,0.91147259898118,1.22101128419367
"Democrats in Congress","General Public",9,"Effect of a one time 10 percentage point attention increase at day 0",0.271036684002814,0.441100761602955,0.588938149553559
"Democrats in Congress","General Public",9,"Effect of a structural 10 percentage point attention increase at day 0",0.644423315543765,1.02800156391266,1.37210603239232
"Democrats in Congress","General Public",10,"Effect of a one time 10 percentage point attention increase at day 0",0.313265420837845,0.500417413625727,0.662692520238526
"Democrats in Congress","General Public",10,"Effect of a structural 10 percentage point attention increase at day 0",0.723502046200096,1.15323040752106,1.53075060867639
"Democrats in Congress","General Public",11,"Effect of a one time 10 percentage point attention increase at day 0",0.350330639772891,0.554893954219449,0.731818910487184
"Democrats in Congress","General Public",11,"Effect of a structural 10 percentage point attention increase at day 0",0.804377202898229,1.27807315969978,1.6882604599626
"Democrats in Congress","General Public",12,"Effect of a one time 10 percentage point attention increase at day 0",0.37527594214113,0.597535385139814,0.790414838989624
"Democrats in Congress","General Public",12,"Effect of a structural 10 percentage point attention increase at day 0",0.87406946845744,1.39030784968049,1.83410948233661
"Democrats in Congress","General Public",13,"Effect of a one time 10 percentage point attention increase at day 0",0.390890276273745,0.632357056350364,0.841753023708964
"Democrats in Congress","General Public",13,"Effect of a structural 10 percentage point attention increase at day 0",0.927088934447798,1.48605393078129,1.96491609503278
"Democrats in Congress","General Public",14,"Effect of a one time 10 percentage point attention increase at day 0",0.403822569387097,0.664636511060344,0.888121537030273
"Democrats in Congress","General Public",14,"Effect of a structural 10 percentage point attention increase at day 0",0.966457451803978,1.5680220520376,2.08041601562127
"Democrats in Congress","General Public",15,"Effect of a one time 10 percentage point attention increase at day 0",0.422710465213205,0.700605927628243,0.936545032975389
"Democrats in Congress","General Public",15,"Effect of a structural 10 percentage point attention increase at day 0",1.00265348815369,1.64413167509353,2.1870567615975
"Democrats in Congress","General Public",16,"Effect of a one time 10 percentage point attention increase at day 0",0.447360056292851,0.740207012054818,0.98747691822937
"Democrats in Congress","General Public",16,"Effect of a structural 10 percentage point attention increase at day 0",1.04238027228729,1.71964404862727,2.28972092696421
"Democrats in Congress","General Public",17,"Effect of a one time 10 percentage point attention increase at day 0",0.474413322814966,0.780797010425452,1.03853736294549
"Democrats in Congress","General Public",17,"Effect of a structural 10 percentage point attention increase at day 0",1.08675127472241,1.79557436554239,2.38957300875021
"Democrats in Congress","General Public",18,"Effect of a one time 10 percentage point attention increase at day 0",0.499308728674666,0.818602616600789,1.08623865383959
"Democrats in Congress","General Public",18,"Effect of a structural 10 percentage point attention increase at day 0",1.13222924662373,1.86919492140622,2.48436591492829
"Democrats in Congress","General Public",19,"Effect of a one time 10 percentage point attention increase at day 0",0.519444174663061,0.851604029758274,1.1287970558266
"Democrats in Congress","General Public",19,"Effect of a structural 10 percentage point attention increase at day 0",1.17418319219405,1.93702719367477,2.57123904737458
"Democrats in Congress","General Public",20,"Effect of a one time 10 percentage point attention increase at day 0",0.535295043923312,0.880503988283593,1.16652141353819
"Democrats in Congress","General Public",20,"Effect of a structural 10 percentage point attention increase at day 0",1.21012745931764,1.99758632313139,2.64878016665128
"Democrats in Congress","General Public",21,"Effect of a one time 10 percentage point attention increase at day 0",0.549711702143773,0.90759337370103,1.20156797782284
"Democrats in Congress","General Public",21,"Effect of a structural 10 percentage point attention increase at day 0",1.24112582401879,2.05208837520681,2.71815768273843
"Democrats in Congress","General Public",22,"Effect of a one time 10 percentage point attention increase at day 0",0.565615015809428,0.935141835376495,1.23643555906426
"Democrats in Congress","General Public",22,"Effect of a structural 10 percentage point attention increase at day 0",1.27055879942387,2.10343298851849,2.78250543153355
"Democrats in Congress","General Public",23,"Effect of a one time 10 percentage point attention increase at day 0",0.583337587178063,0.963413643958981,1.27143552927885
"Democrats in Congress","General Public",23,"Effect of a structural 10 percentage point attention increase at day 0",1.30084892504735,2.15370824529258,2.84416004568419
"Democrats in Congress","General Public",24,"Effect of a one time 10 percentage point attention increase at day 0",0.601656973053126,0.991431288292838,1.3056291845071
"Democrats in Congress","General Public",24,"Effect of a structural 10 percentage point attention increase at day 0",1.33236286534972,2.20333039465515,2.90376540958866
"Democrats in Congress","General Public",25,"Effect of a one time 10 percentage point attention increase at day 0",0.618877853342623,1.01785054592987,1.33776570219557
"Democrats in Congress","General Public",25,"Effect of a structural 10 percentage point attention increase at day 0",1.36376111439875,2.25133740103812,2.96060598879561
"Democrats in Congress","General Public",26,"Effect of a one time 10 percentage point attention increase at day 0",0.633959869834158,1.041923625549,1.36683470911909
"Democrats in Congress","General Public",26,"Effect of a structural 10 percentage point attention increase at day 0",1.3932506825217,2.29645161189525,3.01330026232864
"Democrats in Congress","General Public",27,"Effect of a one time 10 percentage point attention increase at day 0",0.647084041719757,1.06389118396218,1.39201587490332
"Democrats in Congress","General Public",27,"Effect of a structural 10 percentage point attention increase at day 0",1.41987476519359,2.33809316833546,3.06012468331316
"Democrats in Congress","General Public",28,"Effect of a one time 10 percentage point attention increase at day 0",0.659343163223087,1.08465770390639,1.41560795869351
"Democrats in Congress","General Public",28,"Effect of a structural 10 percentage point attention increase at day 0",1.44403188431724,2.37671790421802,3.10212951143838
"Democrats in Congress","General Public",29,"Effect of a one time 10 percentage point attention increase at day 0",0.671759169541875,1.10504568444734,1.43852097773621
"Democrats in Congress","General Public",29,"Effect of a structural 10 percentage point attention increase at day 0",1.46689995054521,2.41335018047828,3.1408606763184
"Democrats in Congress","General Public",30,"Effect of a one time 10 percentage point attention increase at day 0",0.684553352584131,1.12523341860594,1.46097989705564
"Democrats in Congress","General Public",30,"Effect of a structural 10 percentage point attention increase at day 0",1.48940668634639,2.44877794501792,3.17751057245563
"Democrats in Congress","General Public",31,"Effect of a one time 10 percentage point attention increase at day 0",0.697307976755838,1.14489186571575,1.48270535411279
"Democrats in Congress","General Public",31,"Effect of a structural 10 percentage point attention increase at day 0",1.51174175296007,2.48318110712003,3.21257388584405
"Democrats in Congress","General Public",32,"Effect of a one time 10 percentage point attention increase at day 0",0.709393698984566,1.16354020072582,1.50322840911736
"Democrats in Congress","General Public",32,"Effect of a structural 10 percentage point attention increase at day 0",1.53345101184825,2.5162297163498,3.24593684482205
"Democrats in Congress","General Public",33,"Effect of a one time 10 percentage point attention increase at day 0",0.720424499592525,1.18091521264424,1.52224838365607
"Democrats in Congress","General Public",33,"Effect of a structural 10 percentage point attention increase at day 0",1.55390700820752,2.54747843049388,3.27726469782764
"Democrats in Congress","General Public",34,"Effect of a one time 10 percentage point attention increase at day 0",0.730481219516586,1.19712584473067,1.53986859676162
"Democrats in Congress","General Public",34,"Effect of a structural 10 percentage point attention increase at day 0",1.5727985895234,2.57674714394547,3.30644543528732
"Democrats in Congress","General Public",35,"Effect of a one time 10 percentage point attention increase at day 0",0.739970704938676,1.21252303955863,1.55648280392815
"Democrats in Congress","General Public",35,"Effect of a structural 10 percentage point attention increase at day 0",1.59030328362427,2.60423678506227,3.33374482802922
"Democrats in Congress","General Public",36,"Effect of a one time 10 percentage point attention increase at day 0",0.749271149070134,1.22742113792179,1.57244712825383
"Democrats in Congress","General Public",36,"Effect of a structural 10 percentage point attention increase at day 0",1.60687145045177,2.63034849637953,3.3596204126518
"Democrats in Congress","General Public",37,"Effect of a one time 10 percentage point attention increase at day 0",0.758921702313589,1.24191325934443,1.58788513999925
"Democrats in Congress","General Public",37,"Effect of a structural 10 percentage point attention increase at day 0",1.62330599300683,2.65540588229814,3.38443623247785
"Democrats in Congress","General Public",38,"Effect of a one time 10 percentage point attention increase at day 0",0.768448430638479,1.25589619523011,1.60271368900288
"Democrats in Congress","General Public",38,"Effect of a structural 10 percentage point attention increase at day 0",1.63967235008783,2.67950848007381,3.40831512522162
"Democrats in Congress","General Public",39,"Effect of a one time 10 percentage point attention increase at day 0",0.777527927216082,1.26920555652244,1.61676929013985
"Democrats in Congress","General Public",39,"Effect of a structural 10 percentage point attention increase at day 0",1.6556959290537,2.70256507078738,3.43116452306891
"Democrats in Congress","General Public",40,"Effect of a one time 10 percentage point attention increase at day 0",0.786048937281189,1.28175766282283,1.62995808881521
"Democrats in Congress","General Public",40,"Effect of a structural 10 percentage point attention increase at day 0",1.67109522107229,2.72444138467618,3.45282652007721
"Democrats in Congress","General Public",41,"Effect of a one time 10 percentage point attention increase at day 0",0.794037659919261,1.29360654762534,1.64233518539236
"Democrats in Congress","General Public",41,"Effect of a structural 10 percentage point attention increase at day 0",1.68571373873606,2.74510057752351,3.47323862874642
"Democrats in Congress","General Public",42,"Effect of a one time 10 percentage point attention increase at day 0",0.801619754574222,1.30489316489497,1.65405745766484
"Democrats in Congress","General Public",42,"Effect of a structural 10 percentage point attention increase at day 0",1.69955842074337,2.76464263367934,3.49248844487781
"Democrats in Congress","General Public",43,"Effect of a one time 10 percentage point attention increase at day 0",0.808922527079698,1.31574480844716,1.6652715615278
"Democrats in Congress","General Public",43,"Effect of a structural 10 percentage point attention increase at day 0",1.71273258271051,2.7832379049339,3.5107471314136
